feature,file_name,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,spectral_centroid,spectral_centroid,spectral_centroid,spectral_bandwidth,spectral_bandwidth,spectral_bandwidth,zero_crossing_rate,zero_crossing_rate,zero_crossing_rate,rmse,rmse,rmse,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,tempo
818,reggae.00019.wav,-184.58188,-433.17575,11.046139,106.214096,-15.89164,201.99219,4.000761,-72.86863,85.7469,38.70891,-13.644431,100.84604,8.411526,-59.246147,79.11138,30.451197,-10.797695,69.1983,-3.3438368,-53.506615,60.56329,20.298872,-20.612011,49.33969,-1.5424038,-32.86602,37.542835,15.91683,-14.232024,45.81745,-6.5128145,-34.444782,25.36907,13.191903,-18.053345,38.400482,-1.7114568,-34.86031,31.166851,1754.0198285353745,213.12754045002924,5913.263790922207,2068.1632039457736,666.4489615329398,3480.941585350936,0.0712822650812065,0.005859375,0.55615234375,0.13867211,0.007414263,0.3696089,18.835617688355896,7.286357141539322,36.886192489830094,17.053929942127702,4.8923672974469365,36.3714156794843,20.14440728585491,6.1564090572010075,41.4849951325621,20.378081512157397,7.1329873088663485,35.9121465330572,20.954227670512555,9.771789178092023,33.37540002806085,18.57530386456651,10.530148736191535,29.40378705255481,38.553331619333974,15.71351379571615,48.822195352112175,143.5546875
819,reggae.00020.wav,-177.70435,-389.03436,4.126301,113.62593,-4.018473,188.03458,2.3215327,-60.910393,67.13565,35.830685,-18.820156,90.27034,1.597782,-64.567444,56.586113,34.69096,-2.3605695,87.877594,-8.738595,-56.01573,32.567955,16.286312,-15.957052,54.100143,-9.326431,-59.11568,28.132614,14.186765,-23.36288,45.939476,-2.0729206,-38.849453,36.50389,13.133845,-22.126957,47.159546,-7.250175,-41.99608,25.287987,1637.688337885246,371.43019045169694,5474.006150014859,2045.9925778482527,857.1131337694962,3249.8954524319697,0.056755803485112145,0.00439453125,0.4931640625,0.13923603,0.01292501,0.27100053,20.131537000475518,8.249339002560385,39.41379240529544,16.515005744693166,4.957991220543198,35.85606801421038,21.63826672153259,6.4930741367981994,40.9240319976856,20.100262264961614,10.049052036026325,35.935195626855254,20.220435627324235,9.566872312366808,33.78288986528373,17.899417478482345,9.469665342697418,28.26351412019605,38.31659579068717,11.081301628947003,49.63293351331444,129.19921875
820,reggae.00021.wav,-88.075615,-208.11136,9.331897,109.439316,54.337177,168.13647,-25.164967,-78.330795,39.00354,40.39529,1.2088364,78.12396,-8.778365,-40.616814,26.457897,24.714594,-12.877573,55.003,-11.525629,-50.9295,30.200146,18.510263,-21.569971,46.28837,-8.291809,-35.786987,24.90659,17.030918,-6.366431,39.129425,-8.433278,-35.969566,22.052677,9.7990465,-15.255626,28.842628,-12.903516,-34.844666,10.212431,2006.849363904241,819.4410239971191,3842.3606464330283,2120.2952154878785,1329.2303874788352,3264.847618563035,0.09282441814095127,0.015625,0.25439453125,0.15509753,0.03823483,0.36850497,15.63353345371267,5.552118785078291,40.6583036239359,15.367430971440038,6.286416587525598,32.53325518934133,17.267023028739562,5.66172831391455,36.58274944328571,17.561749217870435,9.279581570768578,33.2117421824016,17.50306127564158,10.469883865937973,29.930196279725102,17.594705166235954,11.105013629877192,26.519630672403004,40.52363503133413,19.382729048163668,47.57193335942246,151.99908088235293
821,reggae.00022.wav,-91.45286,-270.13556,49.554367,98.79366,-8.156024,145.16797,-23.196144,-77.955505,59.06186,46.873005,9.095417,100.72107,-6.8470945,-43.42591,28.110046,29.29433,-3.6502335,59.651993,-9.957947,-46.813484,18.134321,25.666126,0.39499667,55.105644,-10.203301,-39.507904,16.50727,19.623264,-19.214493,43.07409,-8.207199,-32.68891,22.734192,13.411509,-7.263979,35.10242,-6.494058,-32.91043,21.139534,2059.0247748045203,949.8286250981932,4567.389516773845,2227.235016982023,1500.5934275320712,3240.2744400969264,0.07230036736272236,0.00732421875,0.35595703125,0.18215874,0.023722794,0.3061016,19.813564217449375,7.2750618708087575,43.27083212648047,15.421317915712761,3.4526803743787973,31.83245358036119,18.46637789783493,6.777255816468051,38.177778722517644,17.890736800136356,7.989149282984459,31.55685164093318,18.04502774686839,10.79219247114503,29.073926047710664,17.083859580582768,11.295510405182577,26.144543248821666,41.51375159935963,17.95211538480685,49.79795872842115,151.99908088235293
822,reggae.00023.wav,-161.77791,-364.5917,-10.007741,78.69161,-9.340638,151.79892,-19.243172,-72.0562,39.22926,55.110035,2.8108613,104.88388,13.188936,-43.15332,50.6764,30.961428,-6.518765,64.78978,-7.0107627,-46.322136,37.91107,24.295376,-12.164906,56.740326,-12.827424,-45.343765,32.020794,21.51842,-8.715199,55.858818,-13.527458,-44.779503,13.403597,12.775018,-22.90724,37.69635,-7.452332,-27.603865,22.59681,2354.8865441845633,581.9362943632225,5030.4664769123765,2336.4779718101163,1414.5534946841506,3200.2607102949487,0.12024747136020882,0.0048828125,0.58203125,0.10782551,0.007536421,0.22347364,18.71105209874681,6.6882290924294026,35.752309165246835,14.715375324779433,5.2914739310155765,33.01061903948483,18.005812584396075,7.6795497492646465,33.329044526215164,18.598351784530305,8.856867411475612,33.24764564033251,18.29647965532642,10.658548841596144,30.16687353836858,18.536817950622545,11.773432475203466,31.305383894918982,40.57184221456286,25.65490897267505,51.94521779276238,129.19921875
823,reggae.00024.wav,-169.15335,-398.09695,6.606952,110.46,-0.49656063,189.61563,-8.5762,-72.15969,69.96617,43.88425,-4.10009,119.62392,0.27496976,-57.07364,46.87372,26.637419,-5.0678415,63.642624,-14.368152,-52.769333,22.485413,13.034431,-18.160294,44.06465,-11.149249,-48.488373,26.706396,8.130108,-17.25632,54.21495,-7.6929665,-35.924263,20.600613,10.910651,-17.495567,43.319984,-8.175924,-38.492897,19.198586,1811.4103936654164,429.5496624155225,5116.763325752032,2019.300256402196,810.7450149158852,3396.121781395329,0.07214969124613302,0.0068359375,0.3974609375,0.12366478,0.014888534,0.27712345,19.96482895649023,6.7183410504556065,38.86145615810102,17.050832121703678,5.70892598080137,35.08316950706761,21.10992319733481,6.574094305572338,43.187376460259884,19.301230590043716,7.84186208827575,35.955357096827925,20.55335475759482,10.461672625033984,34.825042924795845,18.597363006000073,4.978055947384389,30.30820562067414,38.304348820891825,8.03999679409091,51.95759618167077,135.99917763157896
824,reggae.00025.wav,-177.28357,-465.99164,13.834087,110.989265,-7.8792458,192.0943,-15.664685,-105.888374,87.01288,36.767456,-9.736636,94.9433,0.053476803,-50.431778,54.532623,24.45962,-20.233978,75.603935,-3.7588272,-60.35821,38.76252,18.421553,-31.33001,80.687836,-3.356894,-36.542442,41.756912,13.789161,-19.859879,44.07826,-2.092428,-33.719204,32.632797,8.603011,-21.976719,35.353584,-5.9429135,-35.784412,23.691956,1708.9705332649198,243.6256396802198,5104.1515461412055,1899.221919073405,688.43251192,3307.470193461561,0.07374708466260634,0.0048828125,0.4072265625,0.12680219,0.004782772,0.34936297,20.629425438768052,7.510603809914057,37.91318244961656,17.649122006814295,4.667349939748005,33.90056955467277,21.07119782745214,5.558282211262427,41.83387638646009,19.985163791276577,8.532075871373713,32.627921733958864,20.407499350093968,10.322452195369191,34.05613036900622,18.67383226397641,6.885547316383056,31.697808491876764,37.11986612523866,13.914280844379064,47.48627668553455,123.046875
825,reggae.00026.wav,-171.62009,-430.59122,10.492333,99.35643,18.645409,199.38199,-8.280708,-65.92821,77.78244,49.61246,-13.823338,116.531876,1.082139,-50.08487,59.693043,31.125254,-12.911026,74.90387,-7.13907,-45.564323,35.743965,15.894791,-19.058775,51.375595,-1.364951,-42.612694,40.529312,12.743275,-25.149881,46.506268,-5.194913,-34.96308,28.759892,11.808011,-20.683426,39.265907,-5.326039,-34.352222,24.91704,1840.8628555568273,226.7765239584802,3702.178773417435,2054.397807746018,626.1891964907379,3532.029049545865,0.07454389319895592,0.0048828125,0.22412109375,0.13430092,0.009535727,0.30082765,19.601041290868363,6.982551805776764,40.6035877051508,15.960862822686295,3.660651837520131,34.52074655768211,20.346289843152903,5.786977293021815,53.33649683324156,20.02452221883381,7.549380517530837,36.14424073401222,20.814238606408868,10.140615334887855,35.211284152769345,19.397842326801612,11.923900229906076,30.45796452270299,38.1733076731581,17.46392106583611,50.129473853819604,135.99917763157896
826,reggae.00027.wav,-177.5211,-396.57947,-6.6047397,89.96064,-45.53094,179.59537,4.589545,-90.18577,81.45134,40.16102,-24.454786,122.16667,0.1661875,-56.298294,45.87732,23.184372,-15.165704,70.940384,-9.906549,-55.485893,37.38771,12.780389,-25.46473,45.043587,-7.3078594,-42.808456,43.14109,18.747253,-13.616957,54.371693,-5.7444153,-36.4609,28.64106,6.1223145,-26.699474,42.267838,-9.91866,-38.491463,16.610447,2086.391662520048,389.78879156342873,5646.9175532032405,2318.027985793958,1034.1419918309552,3499.078687565212,0.08734909730278423,0.0078125,0.50537109375,0.12778883,0.007861104,0.31859574,18.805949413456016,7.464139411479903,50.749281256693955,15.832066712131908,5.569014417565077,35.53467204587881,19.728416893885953,8.57781483720428,37.246927108656394,18.70657190758564,6.922735851994837,34.56669522020917,18.796819846527846,6.662513283290853,33.074698531037214,17.680248446732215,10.7361915403738,31.663523463883024,38.791713899534884,16.459849846028913,47.92908425701579,135.99917763157896
827,reggae.00028.wav,-256.234,-499.77213,-41.259167,104.23237,-24.054157,173.47287,-7.26949,-96.137146,109.66058,56.268616,10.350328,107.84015,11.037997,-49.50157,89.37059,27.324654,-7.20461,67.871414,5.830772,-27.08017,41.18991,17.782099,-18.335266,49.24638,-1.2737304,-27.717709,26.798922,14.674843,-12.567473,38.95279,-3.46669,-29.506443,19.686722,10.861863,-11.159264,34.783195,-2.4603555,-25.047358,25.167427,1640.7106468821476,224.52802711737843,5451.3096824649565,1906.9991727325626,674.6001895637623,3177.58421465742,0.06780765117459396,0.00732421875,0.3798828125,0.07284604,0.0047419243,0.1773019,27.880184035716066,3.54068561161888,56.62080179484619,16.2831908061659,3.2895164115205957,36.32214669871444,17.18065944649873,4.018389517651919,39.0659130970406,16.788057918427697,2.614522857581542,31.719189408615005,16.55526682098308,9.49402903633457,27.214339386415684,17.828069927071684,10.916235050440275,27.30657782644503,33.86710430753811,12.479236210532598,45.57871729924671,78.30255681818181
828,reggae.00029.wav,-202.04497,-447.31552,-19.202545,111.10007,54.83531,154.12878,8.90288,-55.97528,104.10293,51.81522,6.41998,92.37797,1.3010833,-39.190533,35.361984,30.039167,-9.888659,61.584606,-4.5082717,-41.981224,25.006178,22.444956,-10.195774,48.093338,-7.142242,-38.556286,15.89679,11.495427,-20.326668,38.04815,-4.753539,-27.980598,21.997986,10.595638,-14.399593,36.226395,-2.635942,-23.088913,17.302029,1585.3619273400418,367.4386533895099,3304.4449734629106,2127.1046577750276,1129.231524777582,3074.1755836198595,0.04365755510440835,0.0087890625,0.1396484375,0.10382236,0.0153711075,0.22346954,29.40813110370222,7.874832836520238,64.30308349002874,15.389588357133624,4.163660380120469,32.26511128525631,16.46915659897655,4.9890384210233965,37.24821497670159,15.704515837709875,3.372557862873708,27.123132598456134,16.41549599357361,7.71764834502261,26.7778716794064,15.787911565103615,9.94057763642208,26.05541678385789,37.165662098129104,10.371386639506678,44.640767972519235,151.99908088235293
829,reggae.00030.wav,-239.293,-497.2737,-33.610676,98.96103,-22.67109,198.53745,19.215805,-55.9069,94.287445,50.779667,-4.193088,105.995224,2.835383,-51.38698,64.971596,32.239788,-7.8188343,61.686787,-1.4994841,-48.406128,38.42878,16.72849,-10.652468,40.50614,-7.4477024,-43.28235,23.120476,16.716438,-12.925804,47.254547,1.5062195,-21.617651,24.26506,16.054792,-9.890274,48.36818,2.8095522,-22.232956,28.530178,1814.1339363070715,315.3631143076482,5293.780722470285,2188.1163325481007,870.570045787803,3406.3223160736743,0.07047110643851508,0.0068359375,0.45166015625,0.08045949,0.007509545,0.19143176,28.227293086454086,9.32908378249201,61.67072203022285,16.028299713496995,3.249806653423064,33.91513862538375,15.682929554422522,3.613350891495802,38.83355277576983,16.722848803386416,3.3338719231753795,30.30590299984912,17.070142188227962,9.330356700141715,28.80711196048084,15.734455429206715,7.855305452175078,28.57162687132677,35.88980699826484,16.32781809259087,47.136134545753265,75.99954044117646
830,reggae.00031.wav,-226.43794,-486.51865,-13.20206,103.31865,17.04289,166.13876,0.117670305,-70.7043,93.3371,43.954052,-16.74247,89.189606,10.618828,-46.622494,76.746414,35.184147,-12.536617,82.287445,8.423489,-38.365173,40.103966,21.13107,-21.085808,47.71154,-3.3074749,-35.777004,32.53616,15.531953,-16.955435,43.33476,-3.0139623,-28.889797,48.12153,11.09414,-18.065556,60.25316,1.7773502,-18.500156,44.120438,1579.8511126280443,240.38254990270744,4483.702517071512,2022.4376723082414,746.1062576048868,3494.2795793504365,0.05865832547853828,0.0068359375,0.20263671875,0.091941014,0.0104252,0.2221539,27.578911148670493,4.907167654981155,55.694052881318925,17.386235777770203,3.743136969714378,34.345669037781704,18.867145755014555,5.711177494462742,36.07404913837409,18.032404079539138,3.950471747500834,31.188305912754092,18.65744809902583,5.975950649027906,37.89801892919805,17.350263918632397,10.636630261300759,29.365724891947714,35.50026982065229,20.308285599544384,43.913353093276015,161.4990234375
831,reggae.00032.wav,-243.82346,-434.176,-59.078266,123.33697,48.221764,192.49118,-15.560956,-83.34238,72.45163,38.889877,-38.289307,86.52205,6.4969873,-51.790657,57.205353,25.51104,-13.647404,64.13902,3.0384357,-32.63393,36.16185,17.18275,-24.400635,41.607166,-0.21878774,-31.27485,23.359295,8.984407,-18.24189,39.78307,-2.4903076,-30.072664,14.985752,6.765832,-16.783566,30.268345,-3.4475503,-28.94052,16.466768,1510.7924591573858,306.8295373313273,4304.679710749313,1850.5331677660092,700.8105512842269,3226.1974816718666,0.06583149047757154,0.0107421875,0.21923828125,0.063883804,0.005572116,0.19333535,27.618014191970033,11.702131657860878,58.04874368155118,16.030768812776035,3.7266241390856605,38.179010144587195,15.971277629463177,4.843399268121367,31.800077959941365,15.498614776415812,6.25236532570794,27.420193646315475,17.564759762925515,8.672950161260955,27.697360567741118,17.523385225608788,9.195208851476405,27.182886826584756,32.97306378906906,16.870787347783185,42.95060127052328,151.99908088235293
832,reggae.00033.wav,-249.37834,-456.8201,-46.23291,111.5012,-26.524178,166.71735,11.242061,-82.44893,113.58522,41.338905,-14.660074,82.25154,-2.8823273,-50.255493,40.145134,34.554188,-9.159025,72.673676,0.42828363,-43.328194,45.54191,22.32778,-12.823075,52.556538,-9.970538,-36.586807,26.464174,10.225955,-25.428175,40.408966,-2.7978456,-25.201164,17.94913,8.755895,-18.235668,40.19252,-1.4459751,-26.42384,23.486326,1615.830595453223,379.3376354235141,5812.974907691218,2062.8340659084047,1151.7636814812233,3368.089678103221,0.059114130172080434,0.00830078125,0.54345703125,0.07418758,0.0024392982,0.1943223,28.822858690474476,8.172608324393442,61.7361644590724,15.184393973516647,3.1725410991099787,38.569343944943135,16.8960811558263,7.003001407444578,36.457262017400375,16.03201830441886,2.8328564224357873,32.79910180483253,16.998594091547922,8.497219374873623,34.244220653898466,17.047139219752733,8.688454789436943,29.70019251317741,36.33269288600518,24.491004779186806,43.77390884078214,89.10290948275862
833,reggae.00034.wav,-238.91705,-409.43576,-55.286312,132.3233,26.19271,187.67181,-0.10172224,-54.604485,54.339344,41.223972,-6.2644615,84.548805,2.4205303,-42.3479,38.792465,19.089252,-31.484234,61.198,7.9586987,-46.802574,41.383736,19.93688,-15.530617,45.809017,-0.62866604,-23.77639,40.607605,11.0968075,-20.002611,52.77462,-1.7136848,-27.449163,25.315138,9.941104,-20.878515,35.68471,3.0233514,-27.073936,22.436543,1291.4990686418105,297.19425575118663,5012.4854558579445,1746.6522669686237,682.9395527090142,3340.212056894224,0.04460126341357309,0.00439453125,0.25634765625,0.08244713,0.00786659,0.19877256,28.049899787241497,11.832279935429208,51.93405818438696,16.231671523477946,6.049617903892295,31.7398298151263,17.64693010511894,5.8955003441521585,35.04317369870113,17.82774676295463,9.208778608070276,36.693083475634374,17.833575792828714,8.59235702128258,28.934303360356136,17.95338683291695,10.346187435117415,28.34159045442446,33.0435936980485,11.021541687278628,43.22171081034796,184.5703125
834,reggae.00035.wav,-223.38548,-448.9983,-29.561424,114.23247,24.021059,181.03964,-4.411993,-77.4857,72.46242,40.19879,-22.840368,79.81022,-5.0810466,-59.504135,41.75751,24.666904,-23.221153,61.15144,0.7201274,-40.835335,31.9925,17.04557,-16.81543,45.957348,-2.3624551,-33.37549,23.316185,11.148087,-16.423315,37.27043,-3.0845995,-26.357792,28.71703,6.1236105,-19.246752,28.621841,-5.6872363,-28.69206,13.483817,1699.3251213149977,427.2240806509323,4957.949915344147,2030.5500431853902,965.3875413138613,3332.1154564144226,0.06128250676720804,0.00732421875,0.314453125,0.073211625,0.0027480887,0.20487769,27.610943945684486,10.755030787591568,60.53658947818684,15.266091249167665,2.172455184465208,34.46338186441292,16.32312551878664,4.502653549141778,31.724545478240735,16.243140252092438,3.5226485128064473,28.044374710528146,16.97497965624789,8.926033432490481,30.219677434821893,16.204238246922056,8.779681553157342,27.574924130577,34.506111730060596,6.081701795471398,44.749124340249914,107.666015625
835,reggae.00036.wav,-236.64937,-441.15637,-34.525677,91.68958,-10.566158,152.45285,1.8816684,-66.27764,68.03259,45.46816,-2.2659879,92.16299,1.2822022,-58.294342,40.802307,32.26184,-11.480835,74.509285,9.05218,-32.91417,56.174576,19.610586,-28.778942,50.70176,-5.054306,-43.712746,22.911339,10.958242,-23.583544,44.68328,-4.0026364,-35.195034,22.501902,7.5312138,-24.208828,36.650276,-0.33062664,-28.227589,37.098286,1811.1579026505942,436.88833674073885,5225.407084046706,2166.3985648744233,1069.7288866125516,3401.229507425313,0.0592051400570379,0.00634765625,0.2578125,0.079960585,0.00762076,0.25472566,27.475009693662106,9.13988175998551,61.25488389619242,18.48687424188003,4.0019859019338675,35.420961729205594,19.831668939990163,4.972940634686657,41.660129930384024,17.727064875906198,7.153616830137442,29.79003394043219,17.853840638301097,8.120499364589918,29.00810635736658,17.557072796117946,11.045216082403167,26.55915902863557,36.36819761836563,12.656736562884523,45.93510879500636,86.1328125
